204913296,1,120,40,2,0.0,29.291666666666668,2,0.0,29.555555555555554,2,0.0,30.76190476190476,2,0.0,30.916666666666664,2,0.0,35.416666666666664,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity,2,5.0,Infinity
371957648,2,240,40,2,0.0,29.291666666666668,2,0.0,29.555555555555554,2,0.0,30.76190476190476,2,0.0,30.916666666666664,2,0.0,35.416666666666664,2,0.0,35.416666666666664,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,3.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity,2,4.0,Infinity
538631312,3,360,40,2,0.0,26.809523809523803,2,0.0,29.291666666666668,2,0.0,29.555555555555554,2,0.0,30.76190476190476,2,0.0,30.916666666666664,2,0.0,35.416666666666664,2,0.0,35.416666666666664,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity,2,2.0,Infinity
707429780,4,480,40,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,29.291666666666668,2,0.0,29.555555555555554,2,0.0,30.76190476190476,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,35.416666666666664,2,0.0,35.416666666666664,2,0.0,40.416666666666664,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity,2,1.0,Infinity
886080166,5,600,40,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,27.125,2,0.0,27.125,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,29.291666666666668,2,0.0,29.291666666666668,2,0.0,29.555555555555554,2,0.0,30.76190476190476,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,30.916666666666664,2,0.0,35.416666666666664,2,0.0,35.416666666666664,2,0.0,40.416666666666664,2,0.0,40.416666666666664,2,1.0,Infinity,2,1.0,Infinity
1074465736,6,720,40,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.125,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775,2,0.0,27.152777777777775
1288200805,7,840,40,2,0.0,25.66666666666666,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803
1508844472,8,960,40,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,26.25,2,0.0,26.666666666666664,2,0.0,26.666666666666664,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803,2,0.0,26.809523809523803
1717229816,9,1080,40,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666
1926875365,10,1200,40,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666
2140864387,11,1320,40,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666,2,0.0,25.66666666666666
