357573157,1,198,24,2,0.0,12.309027777777777,2,0.0,20.775,2,0.0,20.775,2,0.0,20.775,2,0.0,23.51388888888889,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,28.083333333333336,2,0.0,28.083333333333336,2,0.0,29.138888888888886,2,0.0,29.166666666666664,2,0.0,30.166666666666664,2,0.0,30.166666666666664,2,0.0,30.166666666666664,2,0.0,30.166666666666664,2,0.0,30.166666666666664,2,0.0,30.5,2,0.0,30.5,2,0.0,30.666666666666668,2,0.0,32.88333333333333,2,0.0,33.263888888888886,2,0.0,34.375,2,0.0,34.375,2,0.0,34.375
559915185,2,318,24,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,16.614583333333332,2,0.0,16.614583333333332,2,0.0,16.614583333333332,2,0.0,20.775,2,0.0,20.775,2,0.0,20.775,2,0.0,23.51388888888889,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555,2,0.0,23.905555555555555
759210808,3,438,24,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777
966333217,4,558,24,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777,2,0.0,12.309027777777777
1172758964,5,678,24,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625
1372824636,6,798,24,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625,2,0.0,11.625
1577730082,7,918,24,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668
1776948564,8,1038,24,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668,2,0.0,11.566666666666668
1975025284,9,1158,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
2194718336,10,1278,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
2389407318,11,1398,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
2585697838,12,1518,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
2782894258,13,1638,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
2979090570,14,1758,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
3197595439,15,1878,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
3392834651,16,1998,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
3589760052,17,2118,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
3789025638,18,2238,24,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25,2,0.0,11.25
